;eartag;lp;plot;date;year_time;time;trap;station;species;PIT_tag;Sex;Body_mass;reproductive_state;open;recapture;Openfield_number;latency;Cross;zones.old;zones.new;manipulator;struggle_no;bag_struggle;watched;Struggle2..1.5.;X;yearText;BLUP_B
155;170;234;natura;20.cze.20;2020;AM;D1;D1-natura;APF;9,68E+14;M;27;S;NA;R;1;0;43;NA;NA;JW;1;55;JW;NA;;2020;0,71464962
156;170;279;natura;22.cze.20;2020;AM;G2;G2-natura;APF;NA;M;27;S;NA;R;2;0;32;NA;NA;JW;2;58;JW;NA;;2020;0,71464962
157;170;622;natura;07.lip.20;2020;AM;D3;D3-natura;APF;NA;M;29;S;NA;R;3;0;32;NA;NA;RZ;3;60;RZ;NA;;2020;0,71464962
158;170;674;natura;09.lip.20;2020;AM;D3;D3-natura;APF;NA;M;29;S;NA;R;4;0;29;NA;NA;RZ;4;60;RZ;NA;;2020;0,71464962
159;173;248;karpaty;21.cze.20;2020;AM;J5;J5-karpaty;APF;9,68E+14;M;43;S;NA;R;1;0;34;NA;NA;JW;1;51;JW;NA;;2020;0,36624774
160;174;282;karpaty;22.cze.20;2020;AM;J4;J4-karpaty;APF;NA;F;19;NA;NO;R;1;0;12;NA;NA;JW;1;50;JW;NA;;2020;0,103849501
161;174;1957;karpaty;15.sie.20;2020;AM;J5;J5-karpaty;APF;6,16E+14;F;29;L;NA;R;2;4;23;NA;NA;MZ;2;48;MZ;NA;;2020;0,103849501
162;176;328;bagno;24.cze.20;2020;AM;G10 ;G10 -bagno;APF;9,68E+14;F;19;NP;NO;NEW;1;0;26;NA;NA;JW;1;54;JW;NA;;2020;0,282017802
163;180;332;bagno;24.cze.20;2020;AM;H5;H5-bagno;APF;9,68E+14;M;23;NS;NA;NEW;1;0;13;NA;NA;JW;1;26;JW;NA;;2020;-0,535520691
164;180;751;bagno;11.lip.20;2020;AM;H6;H6-bagno;APF;NA;M;26;NS;NA;R;2;0;16;NA;NA;AW;2;47;AW;NA;;2020;-0,535520691
165;180;853;bagno;13.lip.20;2020;AM;I5;I5-bagno;APF;NA;M;25;NS;NA;R;3;11;4;NA;NA;AW;3;0;AW;NA;;2020;-0,535520691
166;180;1417;bagno;29.lip.20;2020;AM;H5;H5-bagno;APF;NA;M;28;NS;NA;R;4;0;2;NA;NA;JW;4;0;JW;NA;;2020;-0,535520691
167;180;1988;bagno;16.sie.20;2020;AM;I4;I4-bagno;APF;NA;M;29;NS;NA;R;5;0;1;NA;NA;JW;5;0;JW;NA;;2020;-0,535520691
168;180;2107;bagno;18.sie.20;2020;AM;J3;J3-bagno;APF;NA;M;28,5;NS;NA;R;6;0;2;;NA;AW;6;0;AW;NA;;2020;-0,535520691
169;180;2829;bagno;4/Sept/2020;2020;AM;J5;J5-bagno;APF;NA;M;30;NS;NA;R;7;0;12;NA;NA;AW;7;41;AW;NA;;2020;-0,535520691
170;181;220;natura;20.cze.20;2020;AM;A1;A1-natura;APF;9,68E+14;F;21;NP;NO;NEW;1;95;10;NA;NA;JW;1;35;JW;NA;;2020;-0,036625395
171;181;289;natura;22.cze.20;2020;AM;B3;B3-natura;APF;NA;F;20;NP;NO;R;2;0;16;NA;NA;JW;2;43;JW;NA;;2020;-0,036625395
172;181a;578;debowa;06.lip.20;2020;AM;I6;I6-debowa;APF;9,68E+14;M;44;S;NA;R;1;0;26;NA;NA;JW;1;29;JW;NA;;2020;0,209521105
173;182;225;natura;20.cze.20;2020;AM;A5;A5-natura;APF;9,68E+14;M;21;NS;NA;NEW;1;6;9;NA;NA;JW;1;40;JW;NA;;2020;-0,142310402
174;183;231;natura;20.cze.20;2020;AM;D3;D3-natura;APF;9,68E+14;F;15,5;NP;NO;NEW;1;0;24;NA;NA;JW;1;33;JW;NA;;2020;0,388790266
175;183;244;natura;21.cze.20;2020;AM;F2;F2-natura;APF;9,68E+14;F;16;NP;NO;R;2;0;26;NA;NA;RZ;2;58;JW;NA;;2020;0,388790266
176;183;689;natura;09.lip.20;2020;AM;F1;F1-natura;APF;NA;F;19;NP;NA;R;3;0;19;NA;NA;JW;3;44;JW;NA;;2020;0,388790266
177;184;226;natura;20.cze.20;2020;AM;A6;A6-natura;APF;9,68E+14;F;34;L;NO;NEW;1;0;38;NA;NA;JW;1;7;JW;NA;;2020;0,462335693
178;185;221;natura;20.cze.20;2020;AM;A2;A2-natura;APF;9,68E+14;M;19,5;S;NA;NEW;1;0;9;NA;NA;JW;1;60;JW;NA;;2020;-0,13785748
179;186;222;natura;20.cze.20;2020;AM;A3;A3-natura;APF;9,68E+14;M;21;NS;NA;NEW;1;0;0;NA;NA;JW;1;17;JW;NA;;2020;-0,010339824
180;188;252;natura;21.cze.20;2020;AM;C1;C1-natura;APF;9,68E+14;F;17,5;NP;NO;NEW;1;0;21;NA;NA;RZ;1;46;JW;NA;;2020;0,574480007
181;188;624;natura;07.lip.20;2020;AM;E3;E3-natura;APF;NA;F;20,5;NP;NO;R;2;0;27;NA;NA;RZ;2;58;RZ;NA;;2020;0,574480007
182;188;678;natura;09.lip.20;2020;AM;G1;G1-natura;APF;NA;F;20;NP;NA;R;3;0;28;NA;NA;JW;3;38;JW;NA;;2020;0,574480007
183;188;1249;natura;25.lip.20;2020;AM;F2;F2-natura;APF;NA;F;22;NP;NA;R;4;0;21;NA;NA;MZ;4;58;MZ;NA;;2020;0,574480007
184;188;1394;natura;28.lip.20;2020;AM;D3;D3-natura;APF;NA;F;22;NP;NA;R;5;9;39;NA;NA;JW;6;58;JW;NA;;2020;0,574480007
185;189;253;natura;21.cze.20;2020;AM;E1;E1-natura;APF;9,68E+14;F;17;NP;NO;NEW;1;0;13;NA;NA;RZ;1;26;JW;NA;;2020;-0,015029537
186;190;291;natura;22.cze.20;2020;AM;D6;D6-natura;APF;NA;M;25;S;NA;R;1;0;32;NA;NA;JW;1;40;JW;NA;;2020;0,385826748
187;194;616;natura;07.lip.20;2020;AM;B9;B9-natura;APF;NA;M;52;S;NA;R;1;0;2;NA;NA;RZ;1;60;RZ;NA;;2020;-0,544728441
188;195;264;karpaty;21.cze.20;2020;AM;C3;C3-karpaty;APF;9,68E+14;F;11;NA;NO;NEW;1;46;0;NA;NA;JW;1;0;JW;NA;;2020;-0,015161739
189;196;269;karpaty;21.cze.20;2020;AM;B5;B5-karpaty;APF;9,68E+14;F;21;NP;NO;NEW;1;15;15;NA;NA;JW;1;43;JW;NA;;2020;0,026514318
190;197;247;karpaty;21.cze.20;2020;AM;J2;J2-karpaty;APF;9,68E+14;M;20;NS;NA;NEW;1;0;0;NA;NA;JW;1;48;JW;NA;;2020;-0,026211278
191;197;280;karpaty;22.cze.20;2020;AM;J1;J1-karpaty;APF;NA;M;21;NS;NA;R;2;19;0;NA;NA;JW;2;20;JW;NA;;2020;-0,026211278
192;198;242;natura;21.cze.20;2020;AM;H6;H6-natura;APF;NA;M;43,5;S;NA;R;1;0;29;NA;NA;RZ;1;55;JW;NA;;2020;-0,302514421
193;198;602;natura;07.lip.20;2020;AM;J2;J2-natura;APF;NA;M;45;S;NA;R;2;11;2;NA;NA;JW;2;13;JW;NA;;2020;-0,302514421
194;198;650;natura;08.lip.20;2020;AM;H2;H2-natura;APF;NA;M;45;S;NO;R;3;4;18;NA;NA;JW;3;45;JW;NA;;2020;-0,302514421
195;198;1244;natura;25.lip.20;2020;AM;H3;H3-natura;APF;NA;M;44,5;S;NA;R;4;5;6;NA;NA;MZ;4;51;MZ;NA;;2020;-0,302514421
196;198;1327;natura;27.lip.20;2020;AM;G5;G5-natura;APF;NA;M;45;S;NA;R;5;4;12;NA;NA;AW;6;31;AW;NA;;2020;-0,302514421
197;198;1836;natura;13.sie.20;2020;AM;I7;I7-natura;APF;NA;M;47;S;NA;R;6;0;5;NA;NA;AW;8;49;AW;NA;;2020;-0,302514421
198;198a;266;karpaty;21.cze.20;2020;AM;C6;C6-karpaty;APF;9,68E+14;F;14,5;JUV;NO;NEW;1;12;13;NA;NA;JW;1;35;JW;NA;;2020;-0,007783763
199;200;218;karpaty;20.cze.20;2020;AM;C9;C9-karpaty;APF;9,68E+14;M;20;S;NA;NEW;1;0;27;NA;NA;RZ;1;47;JW;NA;;2020;0,130756776
200;200;612;karpaty;07.lip.20;2020;AM;B4;B4-karpaty;APF;NA;M;22;S;NA;R;2;0;17;NA;NA;JW;2;55;JW;NA;;2020;0,130756776
201;200;628;karpaty;08.lip.20;2020;AM;B8;B8-karpaty;APF;NA;M;22;S;NO;R;3;0;16;NA;NA;JW;3;50;JW;NA;;2020;0,130756776
202;200;659;karpaty;09.lip.20;2020;AM;B5;B5-karpaty;APF;NA;M;21,5;S;NA;R;4;0;7;NA;NA;JW;4;4;JW;NA;;2020;0,130756776
203;2001;1766;wally;11.sie.20;2020;AM;H1;H1-wally;APF;6,16E+14;F;23;NP;NA;NEW;1;12;7;NA;NA;JW;1;45;JW;NA;;2020;-0,222042917
204;2002;1774;wally;11.sie.20;2020;AM;J8;J8-wally;APF;6,16E+14;F;27;NP;NA;NEW;1;55;0;NA;NA;JW;1;0;JW;NA;;2020;-0,007300882
205;2003;1763;debowa;11.sie.20;2020;AM;I4;I4-debowa;APF;6,16E+14;M;25;S;NA;NEW;1;35;6;NA;NA;JW;1;0;JW;NA;;2020;-0,262296313
206;2008;1805;karpaty;12.sie.20;2020;AM;A4;A4-karpaty;APF;6,16E+14;F;22;NP;NA;NEW;1;0;24;NA;NA;JW;1;39;JW;NA;;2020;0,316013475
207;2008;1898;karpaty;14.sie.20;2020;AM;A7;A7-karpaty;APF;NA;F;18;NP;NA;R;2;0;22;NA;NA;JW;2;48;JW;NA;;2020;0,316013475
208;2009;214;karpaty;20.cze.20;2020;AM;A6;A6-karpaty;APF;9,68E+14;F;39;NA;NO;R;1;7;31;NA;NA;RZ;1;56;JW;NA;;2020;-0,015028506
209;2009;609;karpaty;07.lip.20;2020;AM;A5;A5-karpaty;APF;NA;F;37;NP;NO;R;2;0;19;NA;NA;JW;2;45;JW;NA;;2020;-0,015028506
210;2009;627;karpaty;08.lip.20;2020;AM;B7;B7-karpaty;APF;NA;F;36;NP;NO;R;3;0;22;NA;NA;JW;3;30;JW;NA;;2020;-0,015028506
211;2009;660;karpaty;09.lip.20;2020;AM;B7;B7-karpaty;APF;NA;F;34;L;NA;R;4;0;10;NA;NA;JW;4;18;JW;NA;;2020;-0,015028506
212;2009;1235;karpaty;25.lip.20;2020;AM;A7;A7-karpaty;APF;NA;F;35,5;L;NA;R;5;12;8;NA;NA;MZ;5;0;MZ;NA;;2020;-0,015028506
213;2009;1337;karpaty;27.lip.20;2020;AM;A4;A4-karpaty;APF;9,68E+14;F;35,5;NP;NA;R;6;0;11;NA;NA;JW;7;19;JW;NA;;2020;-0,015028506
214;2009;1806;karpaty;12.sie.20;2020;AM;A8;A8-karpaty;APF;9,68E+14;F;37;NP;YES;R;7;0;4;NA;NA;JW;8;0;JW;NA;;2020;-0,015028506
215;2010;1807;karpaty;12.sie.20;2020;AM;C8;C8-karpaty;APF;6,16E+14;M;39;NS;NA;NEW;1;0;14;NA;NA;JW;1;0;JW;NA;;2020;-0,050383108
216;2012;1877;natura;13.sie.20;2020;AM;C10;C10-natura;APF;6,16E+14;F;21;NP;NA;R;1;0;20;NA;NA;JW;1;37;JW;NA;;2020;0,14726598
217;2013;1980;karpaty;15.sie.20;2020;AM;D1;D1-karpaty;APF;6,16E+14;F;24;NP;NA;NEW;1;0;0;NA;NA;JW;1;0;JW;NA;;2020;-0,008427209
218;2017;1971;natura;15.sie.20;2020;AM;E1;E1-natura;APF;6,16E+14;F;14,5;JUV;NA;NEW;1;7;1;NA;NA;JW;1;0;JW;NA;;2020;-0,506508921
219;2018;1965;natura;15.sie.20;2020;AM;A8;A8-natura;APF;6,16E+14;M;24;NS;NA;NEW;1;0;9;NA;NA;JW;1;13;JW;NA;;2020;-0,151287534
220;2019;1997;trojkat;16.sie.20;2020;AM;J9;J9-trojkat;APF;6,16E+14;M;29;NS;NA;NEW;1;19;13;NA;NA;JW;1;0;JW;NA;;2020;-0,137354334
221;2019;2091;trojkat;18.sie.20;2020;AM;J7;J7-trojkat;APF;NA;M;28;NS;NA;R;2;11;9;;NA;AW;3;43;AW;NA;;2020;-0,137354334
222;2020;1976;karpaty;15.sie.20;2020;AM;A8;A8-karpaty;APF;6,16E+14;F;18;NP;NA;NEW;1;0;2;NA;NA;JW;1;0;JW;NA;;2020;-0,443859716
223;2021;2046;trojkat;17.sie.20;2020;AM;F10;F10-trojkat;APF;6,16E+14;F;20;NP;NA;R;1;0;17;NA;NA;JW;1;54;JW;NA;;2020;0,079603296
224;2023;1894;karpaty;14.sie.20;2020;AM;C1;C1-karpaty;APF;6,16E+14;F;17;NP;NA;NEW;1;0;6;NA;NA;JW;1;25;JW;NA;;2020;-0,242423908
225;2024;1881;natura;14.sie.20;2020;AM;A1;A1-natura;APF;6,16E+14;F;14,5;NP;NA;NEW;1;0;1;NA;NA;JW;1;0;JW;NA;;2020;-0,286864956
226;2024;2715;natura;02.wrz.20;2020;AM;C5;C5-natura;APF;NA;F;20;NP;NA;R;2;0;21;NA;NA;AW;2;57;AW;NA;;2020;-0,286864956
227;2025;1897;karpaty;14.sie.20;2020;AM;C8;C8-karpaty;APF;6,16E+14;F;13;JUV;NA;NEW;1;0;4;NA;NA;JW;1;0;JW;NA;;2020;-0,317921269
228;2026;1750;wally;11.sie.20;2020;AM;E5;E5-wally;APF;6,16E+14;F;20,5;NP;NA;NEW;1;0;29;NA;NA;MZ;1;60;MZ;NA;;2020;0,337543241
229;2027;1724;debowa;11.sie.20;2020;AM;C7;C7-debowa;APF;6,16E+14;F;24;NP;NA;NEW;1;7;13;NA;NA;AW;1;0;AW;NA;;2020;-0,035711542
230;2028;1730;debowa;11.sie.20;2020;AM;E10;E10-debowa;APF;6,16E+14;M;26;NS;NA;NEW;1;5;15;NA;NA;AW;1;51;AW;NA;;2020;0,015796693
231;2031;1829;karpaty;12.sie.20;2020;AM;I5;I5-karpaty;APF;6,16E+14;M;32;S;NA;NEW;1;120;0;NA;NA;MZ;1;25;MZ;NA;;2020;-0,006118224
232;2032;1813;natura;12.sie.20;2020;AM;J2;J2-natura;APF;6,16E+14;M;17;NS;NA;NEW;1;0;6;NA;NA;MZ;1;6;MZ;NA;;2020;-0,212121473
233;2032;1911;natura;14.sie.20;2020;AM;I3;I3-natura;APF;NA;M;16;NS;NA;R;2;0;11;;NA;MZ;2;29;MZ;NA;;2020;-0,212121473
234;2033;1815;natura;12.sie.20;2020;AM;J4;J4-natura;APF;6,16E+14;M;16;NS;NA;NEW;1;0;32;NA;NA;MZ;1;57;MZ;NA;;2020;0,462149908
235;2033;1910;natura;14.sie.20;2020;AM;J4;J4-natura;APF;NA;M;16;NS;NA;R;2;0;23;;NA;MZ;2;55;MZ;NA;;2020;0,462149908
236;2034;1816;natura;12.sie.20;2020;AM;I6;I6-natura;APF;6,16E+14;M;17,5;NS;NA;NEW;1;3;11;NA;NA;MZ;1;5;MZ;NA;;2020;-0,049064206
237;2034;1914;natura;14.sie.20;2020;AM;J7;J7-natura;APF;NA;M;18;NS;NA;R;2;0;13;;NA;MZ;2;45;MZ;NA;;2020;-0,049064206
238;2035;1819;natura;12.sie.20;2020;AM;J10;J10-natura;APF;6,16E+14;F;35;L;NA;NEW;1;15;12;NA;NA;MZ;1;5;MZ;NA;;2020;-0,019052239
239;2035;1916;natura;14.sie.20;2020;AM;J10;J10-natura;APF;NA;F;34,5;L;NA;R;2;11;18;;NA;MZ;2;35;MZ;NA;;2020;-0,019052239
240;2036;1822;natura;12.sie.20;2020;AM;G5;G5-natura;APF;6,16E+14;F;20;NP;NA;NEW;1;0;11;NA;NA;MZ;1;40;MZ;NA;;2020;-0,382160036
241;2036;1963;natura;15.sie.20;2020;AM;E3;E3-natura;APF;NA;F;20;NP;NA;R;2;37;2;NA;NA;JW;2;47;JW;NA;;2020;-0,382160036
242;2037;741;natura;10.lip.20;2020;AM;J4;J4-natura;APF;9,68E+14;M;22;S;NA;NEW;1;0;19;NA;NA;JW;1;54;JW;NA;;2020;0,289508243
243;2037;1245;natura;25.lip.20;2020;AM;I4;I4-natura;APF;NA;M;25;S;NA;R;2;0;25;NA;NA;MZ;2;60;MZ;NA;;2020;0,289508243
244;2037;1330;natura;27.lip.20;2020;AM;I4;I4-natura;APF;NA;M;24,5;S;NA;R;3;0;26;NA;NA;AW;3;32;AW;NA;;2020;0,289508243
245;2037;1814;natura;12.sie.20;2020;AM;I4;I4-natura;APF;9,68E+14;M;27,5;S;NA;R;4;0;23;NA;NA;MZ;4;44;MZ;NA;;2020;0,289508243
246;2037;1912;natura;14.sie.20;2020;AM;I4;I4-natura;APF;NA;M;27;NS;NA;R;5;0;8;;NA;MZ;6;0;MZ;NA;;2020;0,289508243
247;2043;1985;bagno;16.sie.20;2020;AM;H9;H9-bagno;APF;6,16E+14;F;35;L;NA;NEW;1;0;0;NA;NA;JW;1;0;JW;NA;;2020;-0,004902964
248;2044;1992;bagno;16.sie.20;2020;AM;J10;J10-bagno;APF;NA;M;19;NS;NA;NEW;1;0;5;NA;NA;JW;1;41;JW;NA;;2020;-0,367965215
249;2044;2104;bagno;18.sie.20;2020;AM;J9;J9-bagno;APF;NA;M;18,5;NS;NA;R;2;4;6;;NA;AW;2;33;AW;NA;;2020;-0,367965215
250;2045;2050;trojkat;17.sie.20;2020;AM;B10;B10-trojkat;APF;6,16E+14;F;27;NP;NA;NEW;1;0;17;NA;NA;JW;1;0;JW;NA;;2020;0,190155971
251;2045;2067;trojkat;18.sie.20;2020;AM;B10;B10-trojkat;APF;NA;F;25;NP;NA;R;2;0;23;NA;NA;MZ;2;0;MZ;NA;;2020;0,190155971
252;2046;2054;bagno;17.sie.20;2020;AM;H10;H10-bagno;APF;6,16E+14;F;22;NP;NA;NEW;1;120;0;NA;NA;JW;1;0;JW;NA;;2020;-0,00925728
253;2047;2105;bagno;18.sie.20;2020;AM;I10;I10-bagno;APF;NA;F;16,5;NP;NA;R;1;0;15;;NA;AW;1;26;AW;NA;;2020;0,039655973
254;2048;2097;trojkat;18.sie.20;2020;AM;F1;F1-trojkat;APF;NA;F;23,5;NP;NA;R;1;92;6;;NA;AW;1;0;AW;NA;;2020;-0,261967327
255;2049;2092;trojkat;18.sie.20;2020;AM;J10;J10-trojkat;APF;6,16E+14;M;46;NS;NA;R;1;0;21;;NA;AW;1;12;AW;NA;;2020;0,096940281
256;2076;1848;karpaty;13.sie.20;2020;AM;H10;H10-karpaty;APF;6,16E+14;M;38,5;S;NA;NEW;1;0;16;NA;NA;MZ;1;38;MZ;NA;;2020;0,002939848
257;2077;1852;karpaty;13.sie.20;2020;AM;D10;D10-karpaty;APF;6,16E+14;M;33;S;NA;NEW;1;120;0;NA;NA;MZ;1;0;MZ;NA;;2020;-0,005821
258;2078;1853;karpaty;13.sie.20;2020;AM;E2;E2-karpaty;APF;6,16E+14;F;34;L;NA;NEW;1;97;0;NA;NA;MZ;1;0;MZ;NA;;2020;-0,648561157
259;2078;1977;karpaty;15.sie.20;2020;AM;C8;C8-karpaty;APF;NA;F;28;NP;NA;R;2;120;0;NA;NA;JW;2;0;JW;NA;;2020;-0,648561157
260;2078;2560;karpaty;30.sie.20;2020;AM;C6;C6-karpaty;APF;NA;F;30;NP;NA;R;3;0;1;NA;NA;AW;3;36;AW;NA;;2020;-0,648561157
261;2079;1838;natura;13.sie.20;2020;AM;J10;J10-natura;APF;6,16E+14;M;15;NS;NA;NEW;1;2;21;NA;NA;AW;1;48;AW;NA;;2020;0,191027235
262;2080;1844;natura;13.sie.20;2020;AM;G2;G2-natura;APF;NA;F;7;JUV;NA;NEW;1;117;0;NA;NA;AW;1;0;AW;NA;;2020;-0,017971159
263;2081;1903;karpaty;14.sie.20;2020;AM;G2;G2-karpaty;APF;6,16E+14;M;34,5;S;NA;NEW;1;12;19;;NA;MZ;1;11;MZ;NA;;2020;0,087822373
264;2082;1923;natura;14.sie.20;2020;AM;G2;G2-natura;APF;NA;F;8,5;JUV;NA;NEW;1;0;2;;NA;MZ;1;53;MZ;NA;;2020;-0,41602641
265;2083;1949;karpaty;15.sie.20;2020;AM;F2;F2-karpaty;APF;6,16E+14;M;41;S;NA;NEW;1;19;0;NA;NA;MZ;1;2;MZ;NA;;2020;-0,003856304
266;2084;1950;karpaty;15.sie.20;2020;AM;G3;G3-karpaty;APF;6,16E+14;M;30;NS;NA;NEW;1;30;17;NA;NA;MZ;1;0;MZ;NA;;2020;0,053946984
267;2085;1947;karpaty;15.sie.20;2020;AM;F1;F1-karpaty;APF;6,16E+14;M;18;NS;NA;NEW;1;82;7;NA;NA;MZ;1;40;MZ;NA;;2020;-0,202897962
268;2086;1952;karpaty;15.sie.20;2020;AM;H7;H7-karpaty;APF;6,16E+14;F;25,5;NP;NA;NEW;1;0;10;NA;NA;MZ;1;0;MZ;NA;;2020;-0,128033055
269;2087;1944;natura;15.sie.20;2020;AM;G1;G1-natura;APF;6,16E+14;M;32;NS;NA;NEW;1;0;10;NA;NA;MZ;1;10;MZ;NA;;2020;-0,143658249
270;2089;600;natura;07.lip.20;2020;AM;H4;H4-natura;APF;9,68E+14;F;33,5;L;NO;NEW;1;0;27;NA;NA;JW;1;60;JW;NA;;2020;0,777667464
271;2089;653;natura;08.lip.20;2020;AM;I4;I4-natura;APF;NA;F;33;L;NO;R;2;0;38;NA;NA;JW;2;57;JW;NA;;2020;0,777667464
272;2089;680;natura;09.lip.20;2020;AM;H4;H4-natura;APF;NA;F;33;L;NA;R;3;0;36;NA;NA;JW;3;60;JW;NA;;2020;0,777667464
273;2089;744;natura;10.lip.20;2020;AM;I4;I4-natura;APF;NA;F;33;L;NA;R;4;0;40;NA;NA;JW;4;58;JW;NA;;2020;0,777667464
274;2089;1940;natura;15.sie.20;2020;AM;G6;G6-natura;APF;9,68E+14;F;30;L;NA;R;5;6;42;NA;NA;MZ;5;41;MZ;NA;;2020;0,777667464
275;209;651;natura;08.lip.20;2020;AM;I2;I2-natura;APF;NA;F;39;NP;NO;R;1;0;35;NA;NA;JW;1;57;JW;NA;;2020;0,392893666
276;2091;1938;natura;15.sie.20;2020;AM;G10;G10-natura;APF;6,16E+14;M;23;NS;NA;NEW;1;4;23;NA;NA;MZ;1;50;MZ;NA;;2020;0,211682198
277;2092;2003;trojkat;16.sie.20;2020;AM;D8;D8-trojkat;APF;6,16E+14;M;22;NS;NA;NEW;1;12;1;NA;NA;MZ;1;50;MZ;NA;;2020;-0,506057447
278;2092;2069;trojkat;18.sie.20;2020;AM;A8;A8-trojkat;APF;NA;M;20,5;NS;NA;R;2;32;5;NA;NA;MZ;2;0;MZ;NA;;2020;-0,506057447
279;2092;2822;trojkat;4/Sept/2020;2020;AM;B7;B7-trojkat;APF;NA;M;24,5;NS;NA;R;3;0;6;NA;NA;AW;3;0;AW;NA;;2020;-0,506057447
280;2092;2873;trojkat;6/Sept/2020;2020;AM;A8;A8-trojkat;APF;NA;M;23,5;NS;NA;R;4;0;13;;NA;JW;4;13;JW;NA;;2020;-0,506057447
281;2093;1494;trojkat;31.lip.20;2020;AM;C10;C10-trojkat;APF;6,16E+14;F;19;NP;NA;NEW;1;11;13;NA;NA;JW;1;0;JW;NA;;2020;0,013134688
282;2093;2005;trojkat;16.sie.20;2020;AM;B10;B10-trojkat;APF;6,16E+14;F;22;NP;YES;R;2;0;15;NA;NA;MZ;2;57;MZ;NA;;2020;0,013134688
283;2095;2018;bagno;16.sie.20;2020;AM;E1;E1-bagno;APF;6,16E+14;M;24;NS;NA;NEW;1;0;1;NA;NA;MZ;1;0;MZ;NA;;2020;-0,440972936
284;2095;2076;bagno;18.sie.20;2020;AM;E1;E1-bagno;APF;NA;M;25;NS;NA;R;2;0;12;NA;NA;RZ;2;0;RZ;NA;;2020;-0,440972936
285;2096;2017;bagno;16.sie.20;2020;AM;D1;D1-bagno;APF;9,68E+14;M;38;S;NA;R;1;91;2;NA;NA;MZ;1;42;MZ;NA;;2020;-0,500424147
286;2097;2013;bagno;16.sie.20;2020;AM;A10;A10-bagno;APF;6,16E+14;F;25;NP;NA;NEW;1;0;22;NA;NA;MZ;1;60;MZ;NA;;2020;0,180005311
287;2098a;2086;bagno;18.sie.20;2020;AM;E2;E2-bagno;APF;NA;M;37,5;S;NA;R;1;66;13;NA;NA;RZ;1;0;RZ;NA;;2020;-0,072823541
288;2099;2027;bagno;17.sie.20;2020;AM;B10;B10-bagno;APF;6,16E+14;F;23,5;NP;NA;NEW;1;0;34;NA;NA;AW;1;48;AW;NA;;2020;0,42331792
289;2100;2028;bagno;17.sie.20;2020;AM;E10;E10-bagno;APF;6,16E+14;M;18,5;NS;NA;NEW;1;0;26;NA;NA;AW;1;52;AW;NA;;2020;0,28747759
290;2101;2021;bagno;17.sie.20;2020;AM;C3;C3-bagno;APF;6,16E+14;F;28;POST;NA;NEW;1;28;23;NA;NA;AW;1;60;AW;NA;;2020;0,192634618
291;2102;2087;bagno;18.sie.20;2020;AM;E10;E10-bagno;APF;6,16E+14;F;19,5;NP;NA;NEW;1;0;11;NA;NA;RZ;1;0;RZ;NA;;2020;-0,079579052
292;2103;2084;bagno;18.sie.20;2020;AM;C6;C6-bagno;APF;6,16E+14;F;22;NP;NA;NEW;1;0;4;NA;NA;RZ;1;0;RZ;NA;;2020;-0,344819347
293;2104;2077;bagno;18.sie.20;2020;AM;B6;B6-bagno;APF;6,16E+14;F;23;NP;YES;NEW;1;0;9;NA;NA;RZ;1;0;RZ;NA;;2020;-0,152466662
294;2105;2082;bagno;18.sie.20;2020;AM;B10;B10-bagno;APF;6,16E+14;M;37;NS;NA;NEW;1;26;13;NA;NA;RZ;1;45;RZ;NA;;2020;-0,071258208
295;2106;2064;trojkat;18.sie.20;2020;AM;C10;C10-trojkat;APF;6,16E+14;F;20;NP;NA;NEW;1;33;2;NA;NA;MZ;1;0;MZ;NA;;2020;-0,218514557
296;2106;2823;trojkat;4/Sept/2020;2020;AM;D10;D10-trojkat;APF;NA;M;22,5;NP;NA;R;2;0;23;NA;NA;AW;2;54;AW;NA;;2020;-0,218514557
297;2107;2068;trojkat;18.sie.20;2020;AM;B9;B9-trojkat;APF;6,16E+14;M;30,5;S;NA;NEW;1;2;7;NA;NA;MZ;1;2;MZ;NA;;2020;-0,24071338
298;2108;2063;trojkat;18.sie.20;2020;AM;D3;D3-trojkat;APF;6,16E+14;M;54;S;NA;NEW;1;120;0;NA;NA;MZ;1;24;MZ;NA;;2020;-0,001870669
299;2115;2230;wally;26.sie.20;2020;AM;F1;F1-wally;APF;6,16E+14;F;19;NP;NA;NEW;1;0;7;NA;NA;AW;1;47;AW;NA;;2020;-0,140891108
300;2115;2396;wally;28.sie.20;2020;AM;I1;I1-wally;APF;NA;F;18;NP;NA;R;2;4;14;NA;NA;JW;2;27;JW;NA;;2020;-0,140891108
301;2123;2323;debowa;27.sie.20;2020;AM;F4;F4-debowa;APF;6,16E+15;F;25;NP;NA;NEW;1;0;19;NA;NA;MZ;1;54;MZ;NA;;2020;0,112446676
302;2124;2319;debowa;27.sie.20;2020;AM;F3;F3-debowa;APF;6,16E+15;M;36,5;S;NA;NEW;1;0;21;NA;NA;MZ;1;58;MZ;NA;;2020;0,127120696
303;2125;2283;wally;27.sie.20;2020;AM;I10;I10-wally;APF;6,16E+14;F;24,5;NP;NA;NEW;1;3;19;NA;NA;AW;1;7;AW;NA;;2020;0,113937245
304;2136;2204;debowa;26.sie.20;2020;AM;B3;B3-debowa;APF;6,16E+14;F;21;NP;NA;NEW;1;0;25;NA;NA;MZ;1;57;MZ;NA;;2020;0,246127696
