;eartag;X;date;day;year_time;time;plot;Abundance;trap;station;biomark;seed_number;seed_weight;PIT_tag;Sex;Sex2;Body_mass;reproductive_state;seed_status;intact;missing;partiallyeaten;eaten;cached;dispersal_distance;distance_cm;distance;perc_eaten;hidden;test;latency;cross;manipulator;bag_struggle;watched;dispersal_tree;distance_tree_cm;distance_tree;tree_diameter;tree_species;Notes;Exploration_rate
329;2617;1955;31.08.2021;76;2021;20:34:56;wally;10;F4;F4-wally;7;5;4,872;6,16E+14;F;F;30;L;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;21;JW;0;JW;NA;NA;NA;NA;NA;;-0,018072962
330;2617;546;07.07.2021;21;2021;22:15:14;wally;1;H2;H2-wally;6;1;3,676;6,16E+14;F;F;29;L;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;21;JW;0;JW;NA;NA;NA;NA;NA;;-0,018072962
331;2617;1983;01.09.2021;77;2021;20:42:14;wally;10;F3;F3-wally;6;3;3,418;6,16E+14;F;F;30;L;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;21;JW;0;JW;NA;NA;NA;NA;NA;;-0,018072962
332;2617;547;07.07.2021;21;2021;22:15:14;wally;1;H2;H2-wally;6;2;3,856;6,16E+14;F;F;29;L;EAR;0;0;0;1;0;NA;330;3,3;100;NA;YES;0;21;JW;0;JW;NA;80;0,8;137;FAGUS SYLVATICA;;-0,018072962
333;2617;1984;01.09.2021;77;2021;20:43:29;wally;10;F3;F3-wally;6;4;3,599;6,16E+14;F;F;30;L;EAR;0;0;0;1;0;NA;713;7,13;100;NA;YES;0;21;JW;0;JW;NA;301;3,01;188;PSEUDOTSUGA MENZIESII;;-0,018072962
334;2617;626;09.07.2021;23;2021;00:16:15;wally;1;J7;J7-wally;6;1;4,638;6,16E+14;F;F;29;L;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;21;JW;0;JW;NA;NA;NA;NA;NA;;-0,018072962
335;2617;1954;31.08.2021;76;2021;20:47:11;wally;10;F4;F4-wally;7;4;4,878;6,16E+14;F;F;30;L;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;21;JW;0;JW;NA;NA;NA;NA;NA;;-0,018072962
336;2617;1572;14.08.2021;59;2021;00:40:56;wally;8;H3;H3-wally;7;2;5,27;6,16E+14;F;F;31;L;CAR;0;0;0;0;1;1,99;199;1,99;0;SOIL;YES;0;21;JW;0;JW;1,49;149;1,49;148;FAGUS SYLVATICA;;-0,018072962
337;2617;1497;12.08.2021;57;2021;22:03:15;wally;8;J4;J4-wally;8;2;3,843;6,16E+14;F;F;31;L;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;21;JW;0;JW;NA;NA;NA;NA;NA;;-0,018072962
338;2617;1953;31.08.2021;76;2021;20:52:11;wally;10;F4;F4-wally;7;3;4,574;6,16E+14;F;F;30;L;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;21;JW;0;JW;NA;NA;NA;NA;NA;;-0,018072962
339;2617;593;08.07.2021;22;2021;02:02:15;wally;1;I7;I7-wally;7;3;5,852;6,16E+14;F;F;29;L;IS;1;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;21;JW;0;JW;NA;NA;NA;NA;NA;;-0,018072962
340;2617;595;08.07.2021;22;2021;02:02:15;wally;1;I7;I7-wally;7;5;5,766;6,16E+14;F;F;29;L;IS;1;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;21;JW;0;JW;NA;NA;NA;NA;NA;;-0,018072962
341;2617;1482;12.08.2021;57;2021;00:06:16;wally;8;B1;B1-wally;5;2;4,926;6,16E+14;F;F;31;L;CAR;0;0;1;0;1;1;100;1;5;SOIL;YES;0;21;JW;0;JW;0,5;50;0,5;95;FAGUS SYLVATICA;;-0,018072962
342;2617;1566;14.08.2021;59;2021;02:33:02;wally;8;E5;E5-wally;6;1;3,464;6,16E+14;F;F;31;L;CAR;0;0;0;0;1;3,57;357;3,57;0;LEAVES;YES;0;21;JW;0;JW;0,54;54;0,54;149;FAGUS SYLVATICA;;-0,018072962
343;2617;1568;14.08.2021;59;2021;03:07:05;wally;8;E5;E5-wally;6;3;3,735;6,16E+14;F;F;31;L;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;21;JW;0;JW;NA;NA;NA;NA;NA;;-0,018072962
344;2617;594;08.07.2021;22;2021;02:02:15;wally;1;I7;I7-wally;7;4;6,125;6,16E+14;F;F;29;L;EAR;0;0;0;1;0;NA;316;3,16;100;NA;NA;0;21;JW;0;JW;NA;213;2,13;162;FAGUS SYLVATICA;;-0,018072962
345;2617;1481;12.08.2021;57;2021;00:00:15;wally;8;B1;B1-wally;5;1;4,915;6,16E+14;F;F;31;L;CAR;0;0;1;0;1;0,93;93;0,93;10;SOIL;YES;0;21;JW;0;JW;0,67;67;0,67;95;FAGUS SYLVATICA;;-0,018072962
346;2617;1109;27.07.2021;41;2021;01:29:23;wally;3;G1;G1-wally;6;4;5,348;6,16E+14;F;F;30;L;CAR;0;0;0;0;1;3,64;364;3,64;0;LEAVES;YES;0;21;JW;0;JW;2,24;224;2,24;151;PINUS SYLVESTRIS;;-0,018072962
347;2617;1484;12.08.2021;57;2021;00:07:15;wally;8;B1;B1-wally;5;4;4,947;6,16E+14;F;F;31;L;CAR;0;0;1;0;1;1,61;161;1,61;40;NA;YES;0;21;JW;0;JW;1,32;132;1,32;95;FAGUS SYLVATICA;;-0,018072962
348;2617;548;07.07.2021;21;2021;22:15:14;wally;1;H2;H2-wally;6;3;3,614;6,16E+14;F;F;29;L;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;21;JW;0;JW;NA;NA;NA;NA;NA;;-0,018072962
349;262;3669;04.08.2020;48;2020;23:38:34;bagno;33;A7;A7-bagno;1;4;NA;9,68E+14;M;M;33;NS;CAR;0;0;0;0;1;2,85;285;2,85;0;leaves;YES;0;23;AW;57;AW;NA;NA;NA;NA;NA;;0,142866176
350;262;3670;04.08.2020;48;2020;23:38:34;bagno;33;A7;A7-bagno;1;5;NA;9,68E+14;M;M;33;NS;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;23;AW;57;AW;NA;NA;NA;NA;NA;;0,142866176
351;262;4187;23.08.2020;68;2020;22:01:43;bagno;47;B8;B8-bagno;1;2;4,466;9,68E+14;M;M;29;NS;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;23;AW;57;AW;NA;NA;NA;NA;NA;;0,142866176
352;262;3228;18.07.2020;32;2020;00:25:04;bagno;49;A9;A9-bagno;1;3;NA;9,68E+14;M;M;27;NS;EAR;0;0;0;1;0;NA;250;2,5;100;NA;YES;0;23;AW;57;AW;NA;NA;NA;NA;NA;;0,142866176
353;262;3667;04.08.2020;48;2020;23:48:50;bagno;33;A7;A7-bagno;1;2;NA;9,68E+14;M;M;33;NS;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;23;AW;57;AW;NA;NA;NA;NA;NA;;0,142866176
354;262;4188;23.08.2020;68;2020;22:04:18;bagno;47;B8;B8-bagno;1;3;4,698;9,68E+14;M;M;29;NS;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;23;AW;57;AW;NA;NA;NA;NA;NA;;0,142866176
355;262;3707;05.08.2020;49;2020;22:58:56;bagno;33;B8;B8-bagno;1;2;NA;9,68E+14;M;M;33;NS;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;23;AW;57;AW;NA;NA;NA;NA;NA;;0,142866176
356;262;4189;23.08.2020;68;2020;22:06:17;bagno;47;B8;B8-bagno;1;4;4,474;9,68E+14;M;M;29;NS;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;23;AW;57;AW;NA;NA;NA;NA;NA;;0,142866176
357;262;3706;05.08.2020;49;2020;22:35:26;bagno;33;B8;B8-bagno;1;1;NA;9,68E+14;M;M;33;NS;CAR;0;0;0;0;1;2,22;222;2,22;0;burrow;YES;0;23;AW;57;AW;NA;NA;NA;NA;NA;;0,142866176
358;262;3710;05.08.2020;49;2020;22:32:25;bagno;33;B8;B8-bagno;1;5;NA;9,68E+14;M;M;33;NS;CAR;0;0;0;0;1;2,22;222;2,22;0;burrow;YES;0;23;AW;57;AW;NA;NA;NA;NA;NA;;0,142866176
359;262;3230;18.07.2020;32;2020;00:35:53;bagno;49;A9;A9-bagno;1;5;NA;9,68E+14;M;M;27;NS;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;23;AW;57;AW;NA;NA;NA;NA;NA;;0,142866176
360;262;3229;18.07.2020;32;2020;23:39:15;bagno;49;A9;A9-bagno;1;4;NA;9,68E+14;M;M;27;NS;CAR;0;0;0;0;1;7,25;725;7,25;0;leaves;YES;0;23;AW;57;AW;NA;NA;NA;NA;NA;;0,142866176
361;262;3226;18.07.2020;32;2020;22:46:05;bagno;49;A9;A9-bagno;1;1;NA;9,68E+14;M;M;27;NS;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;23;AW;57;AW;NA;NA;NA;NA;NA;;0,142866176
362;2622;1012;25.07.2021;39;2021;NA;debowa;6;J9;J9-debowa;3;2;5,672;6,16E+14;F;F;19;NP;EAR;0;0;0;1;0;NA;550;5,5;100;NA;YES;23;6;NZ;13;NZ;NA;410;4,1;43;FAGUS SYLVATICA;;-0,365584223
363;2622;1434;11.08.2021;56;2021;22:22:15;debowa;10;J7;J7-debowa;3;4;3,723;6,16E+14;F;F;19;NP;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;23;6;NZ;13;NZ;NA;NA;NA;NA;NA;NEW MOUSE LATER THAT NIGHT;-0,365584223
364;2622;1292;01.08.2021;46;2021;01:50:50;debowa;6;I8;I8-debowa;3;2;2,961;6,16E+14;F;F;19;NP;EAR;0;0;0;1;0;NA;91;0,91;100;NA;YES;23;6;NZ;13;NZ;NA;72;0,72;40;FAGUS SYLVATICA;;-0,365584223
365;2622;1479;12.08.2021;57;2021;22:46:15;debowa;10;J9;J9-debowa;4;4;5,012;6,16E+14;F;F;19;NP;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;23;6;NZ;13;NZ;NA;NA;NA;NA;NA;;-0,365584223
366;2622;1051;26.07.2021;40;2021;23:58:12;debowa;6;I8;I8-debowa;3;1;6,338;6,16E+14;F;F;19;NP;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;23;6;NZ;13;NZ;NA;NA;NA;NA;NA;;-0,365584223
367;2622;1295;01.08.2021;46;2021;02:17:53;debowa;6;I8;I8-debowa;3;5;3,206;6,16E+14;F;F;19;NP;EAR;0;0;0;1;0;NA;567;5,67;100;NA;YES;23;6;NZ;13;NZ;NA;164;1,64;40;FAGUS SYLVATICA;;-0,365584223
368;2622;1015;25.07.2021;39;2021;NA;debowa;6;J9;J9-debowa;3;5;4,756;6,16E+14;F;F;19;NP;IS;1;NA;NA;NA;NA;NA;NA;NA;0;NA;YES;23;6;NZ;13;NZ;NA;NA;NA;NA;NA;;-0,365584223
369;2622;1507;13.08.2021;58;2021;00:13:01;debowa;10;H7;H7-debowa;2;2;4,995;6,16E+14;F;F;19;NP;EAR;0;0;0;1;0;NA;63;0,63;100;NA;YES;23;6;NZ;13;NZ;NA;64;0,64;43;FAGUS SYLVATICA;;-0,365584223
370;2622;1431;11.08.2021;56;2021;22:07:15;debowa;10;J7;J7-debowa;3;1;2,777;6,16E+14;F;F;19;NP;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;23;6;NZ;13;NZ;NA;NA;NA;NA;NA;NEW MOUSE LATER THAT NIGHT;-0,365584223
371;2622;1477;12.08.2021;57;2021;23:12:01;debowa;10;J9;J9-debowa;4;2;4,709;6,16E+14;F;F;19;NP;EAR;0;0;0;1;0;NA;684;6,84;100;NA;YES;23;6;NZ;13;NZ;NA;310;3,1;40;FAGUS SYLVATICA;;-0,365584223
372;2622;1508;13.08.2021;58;2021;00:13:01;debowa;10;H7;H7-debowa;2;3;5,611;6,16E+14;F;F;19;NP;EAR;0;0;0;1;0;NA;59;0,59;100;NA;YES;23;6;NZ;13;NZ;NA;60;0,6;43;FAGUS SYLVATICA;;-0,365584223
373;2622;1509;13.08.2021;58;2021;00:13:01;debowa;10;H7;H7-debowa;2;4;4,03;6,16E+14;F;F;19;NP;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;23;6;NZ;13;NZ;NA;NA;NA;NA;NA;;-0,365584223
374;2622;1506;13.08.2021;58;2021;22:35:17;debowa;10;H7;H7-debowa;2;1;4,637;6,16E+14;F;F;19;NP;EAR;0;0;0;1;0;NA;130;1,3;100;NA;YES;23;6;NZ;13;NZ;NA;125;1,25;43;FAGUS SYLVATICA;;-0,365584223
375;2622;1433;11.08.2021;56;2021;22:21:50;debowa;10;J7;J7-debowa;3;3;3,786;6,16E+14;F;F;19;NP;EAR;0;0;0;1;0;NA;56;0,56;100;NA;YES;23;6;NZ;13;NZ;NA;63;0,63;37;FAGUS SYLVATICA;NEW MOUSE LATER THAT NIGHT;-0,365584223
376;2622;1512;13.08.2021;58;2021;21:45:51;debowa;10;I10;I10-debowa;3;2;6,111;6,16E+14;F;F;19;NP;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;23;6;NZ;13;NZ;NA;NA;NA;NA;NA;;-0,365584223
377;2622;1480;12.08.2021;57;2021;21:54:16;debowa;10;J9;J9-debowa;4;5;5,739;6,16E+14;F;F;19;NP;EAR;0;0;0;1;0;NA;223;2,23;100;NA;YES;23;6;NZ;13;NZ;NA;201;2,01;35;FAGUS SYLVATICA;;-0,365584223
378;2622;1293;01.08.2021;46;2021;02:03:01;debowa;6;I8;I8-debowa;3;3;2,71;6,16E+14;F;F;19;NP;CAR;0;0;1;0;1;11,31;1131;11,31;3;LEAVES;YES;23;6;NZ;13;NZ;0,74;74;0,74;81;FAGUS SYLVATICA;;-0,365584223
379;2622;1014;25.07.2021;39;2021;NA;debowa;6;J9;J9-debowa;3;4;5,122;6,16E+14;F;F;19;NP;IS;1;NA;NA;NA;NA;NA;NA;NA;0;NA;YES;23;6;NZ;13;NZ;NA;NA;NA;NA;NA;;-0,365584223
380;2622;1013;25.07.2021;39;2021;NA;debowa;6;J9;J9-debowa;3;3;5,628;6,16E+14;F;F;19;NP;IS;1;NA;NA;NA;NA;NA;NA;NA;0;NA;YES;23;6;NZ;13;NZ;NA;NA;NA;NA;NA;;-0,365584223
381;2622;1011;25.07.2021;39;2021;NA;debowa;6;J9;J9-debowa;3;1;4,317;6,16E+14;F;F;19;NP;IS;1;NA;NA;NA;NA;NA;NA;NA;0;NA;YES;23;6;NZ;13;NZ;NA;NA;NA;NA;NA;;-0,365584223
382;2622;1510;13.08.2021;58;2021;00:13:01;debowa;10;H7;H7-debowa;2;5;4,559;6,16E+14;F;F;19;NP;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;23;6;NZ;13;NZ;NA;NA;NA;NA;NA;;-0,365584223
383;2622;1513;13.08.2021;58;2021;21:53:16;debowa;10;I10;I10-debowa;3;3;5,886;6,16E+14;F;F;19;NP;EAR;0;0;0;1;0;NA;136;1,36;100;NA;YES;23;6;NZ;13;NZ;NA;125;1,25;56;FAGUS SYLVATICA;;-0,365584223
384;2622;1511;13.08.2021;58;2021;21:33:15;debowa;10;I10;I10-debowa;3;1;6,852;6,16E+14;F;F;19;NP;EAR;0;0;0;1;0;NA;144;1,44;100;NA;YES;23;6;NZ;13;NZ;NA;139;1,39;56;FAGUS SYLVATICA;;-0,365584223
385;2622;1476;12.08.2021;57;2021;22:17:16;debowa;10;J9;J9-debowa;4;1;5,708;6,16E+14;F;F;19;NP;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;23;6;NZ;13;NZ;NA;NA;NA;NA;NA;;-0,365584223
386;2622;1294;01.08.2021;46;2021;02:12:55;debowa;6;I8;I8-debowa;3;4;3,569;6,16E+14;F;F;19;NP;CAR;0;0;1;0;1;8,77;877;8,77;5;LEAVES;YES;23;6;NZ;13;NZ;2,87;287;2,87;81;FAGUS SYLVATICA;;-0,365584223
387;2622;1435;11.08.2021;56;2021;22:50:14;debowa;10;J7;J7-debowa;3;5;3,574;6,16E+14;F;F;19;NP;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;23;6;NZ;13;NZ;NA;NA;NA;NA;NA;NEW MOUSE LATER THAT NIGHT;-0,365584223
388;2622;1478;12.08.2021;57;2021;22:22:15;debowa;10;J9;J9-debowa;4;3;5,21;6,16E+14;F;F;19;NP;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;23;6;NZ;13;NZ;NA;NA;NA;NA;NA;;-0,365584223
389;2628;6585;02.09.2022;78;2022;23:08:27;karpaty;31;H7;H7-karpaty;3;1;4,324;6,16E+14;M;MS;37;S;EAR;0;0;1;0;0;26,55;2655;26,55;5;NA;YES;0;20;MW;51;MW;1,16;116;1,16;88;FAGUS SYLVATICA;;0,120103142
390;2628;6645;04.09.2022;80;2022;NA;karpaty;31;J8;J8-karpaty;3;4;2,73;6,16E+14;M;MS;37;S;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;0,120103142
391;2628;6647;04.09.2022;80;2022;NA;karpaty;31;J8;J8-karpaty;3;5;2,636;6,16E+14;M;MS;37;S;EAR;0;0;0;1;0;NA;546;5,46;100;NA;NA;NA;NA;NA;NA;NA;NA;5;0,05;89;FAGUS SYLVATICA;;0,120103142
392;2628;6352;16.08.2022;61;2022;NA;karpaty;10;J6;J6-karpaty;4;2;3,489;6,16E+14;M;MS;37;S;CAR;0;0;0;0;1;9,28;928;9,28;0;LEAVES;YES;47;7;PP;12;PP;1,51;151;1,51;52;FAGUS SYLVATICA;;0,120103142
393;2628;6353;16.08.2022;61;2022;NA;karpaty;10;J6;J6-karpaty;4;3;3,892;6,16E+14;M;MS;37;S;CAR;0;0;0;0;1;4,54;454;4,54;0;LEAVES;YES;47;7;PP;12;PP;1,48;148;1,48;83;FAGUS SYLVATICA;;0,120103142
394;2628;6587;02.09.2022;78;2022;NA;karpaty;31;H7;H7-karpaty;3;2;4,248;6,16E+14;M;MS;37;S;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;20;MW;51;MW;NA;NA;NA;NA;NA;;0,120103142
395;2628;6355;16.08.2022;61;2022;NA;karpaty;10;J6;J6-karpaty;4;5;3,615;6,16E+14;M;MS;37;S;CAR;0;0;0;0;1;8,21;821;8,21;0;LEAVES;YES;47;7;PP;12;PP;2,02;202;2,02;76;FAGUS SYLVATICA;;0,120103142
396;2628;6589;02.09.2022;78;2022;NA;karpaty;31;H7;H7-karpaty;3;3;3,794;6,16E+14;M;MS;37;S;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;20;MW;51;MW;NA;NA;NA;NA;NA;;0,120103142
397;2628;6591;02.09.2022;78;2022;NA;karpaty;31;H7;H7-karpaty;3;4;4,26;6,16E+14;M;MS;37;S;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;20;MW;51;MW;NA;NA;NA;NA;NA;;0,120103142
398;2628;6643;04.09.2022;80;2022;22:31:08;karpaty;31;J8;J8-karpaty;3;3;3,061;6,16E+14;M;MS;37;S;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;47;7;PP;12;PP;NA;NA;NA;NA;NA;;0,120103142
399;2628;6593;02.09.2022;78;2022;00:18:12;karpaty;31;H7;H7-karpaty;3;5;4,272;6,16E+14;M;MS;37;S;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;20;MW;51;MW;NA;NA;NA;NA;NA;;0,120103142
400;2628;6639;04.09.2022;80;2022;NA;karpaty;31;J8;J8-karpaty;3;1;2,323;6,16E+14;M;MS;37;S;EAR;0;0;0;1;0;NA;206;2,06;100;NA;NA;NA;NA;NA;NA;NA;NA;184;1,84;95;FAGUS SYLVATICA;;0,120103142
401;2628;6351;16.08.2022;61;2022;NA;karpaty;10;J6;J6-karpaty;4;1;3,887;6,16E+14;M;MS;37;S;CAR;0;0;0;0;1;15,48;1548;15,48;0;LEAVES;YES;47;7;PP;12;PP;0,89;89;0,89;34;FAGUS SYLVATICA;;0,120103142
402;2628;6354;16.08.2022;61;2022;NA;karpaty;10;J6;J6-karpaty;4;4;3,606;6,16E+14;M;MS;37;S;EAR;0;0;0;1;0;NA;423;4,23;100;NA;YES;47;7;PP;12;PP;NA;246;2,46;101;FAGUS SYLVATICA;;0,120103142
403;2628;6641;04.09.2022;80;2022;"21:43;59";karpaty;31;J8;J8-karpaty;3;2;2,551;6,16E+14;M;MS;37;S;EAR;0;0;0;1;0;NA;472;4,72;100;NA;NA;NA;NA;NA;NA;NA;NA;320;3,2;96;FAGUS SYLVATICA;;0,120103142
404;2634;2060;03.09.2021;79;2021;21:54:15;natura;20;I2;I2-natura;7;5;4,554;6,16E+14;M;MS;25;S;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;1;JW;2;JW;NA;NA;NA;NA;NA;;-0,522950512
405;2634;4079;20.08.2020;65;2020;00:41:15;bagno;47;H10;H10-bagno;3;4;5,108;6,16E+14;F;F;18;NP;CAR;0;0;1;0;1;3,16;316;3,16;45;leaves;YES;0;11;RZ;0;RZ;NA;NA;NA;NA;NA;;-0,522950512
406;2634;2102;04.09.2021;80;2021;NA;natura;20;F3;F3-natura;8;2;5,236;6,16E+14;M;MS;25;S;IS;1;NA;NA;NA;NA;NA;NA;NA;0;NA;YES;0;1;JW;2;JW;NA;NA;NA;NA;NA;;-0,522950512
407;2634;2101;04.09.2021;80;2021;23:20:44;natura;20;F3;F3-natura;8;1;5,118;6,16E+14;M;MS;25;S;EAR;0;0;0;1;0;NA;58;0,58;100;NA;YES;0;1;JW;2;JW;NA;0;0;78;FAGUS SYLVATICA;;-0,522950512
408;2634;2103;04.09.2021;80;2021;NA;natura;20;F3;F3-natura;8;3;5,164;6,16E+14;M;MS;25;S;IS;1;NA;NA;NA;NA;NA;NA;NA;0;NA;YES;0;1;JW;2;JW;NA;NA;NA;NA;NA;;-0,522950512
409;2634;2105;05.09.2021;81;2021;NA;natura;20;F3;F3-natura;8;5;5,032;6,16E+14;M;MS;25;S;IS;1;NA;NA;NA;NA;NA;NA;NA;0;NA;YES;0;1;JW;2;JW;NA;NA;NA;NA;NA;;-0,522950512
410;2634;2057;03.09.2021;79;2021;21:43:15;natura;20;I2;I2-natura;7;2;4,487;6,16E+14;M;MS;25;S;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;1;JW;2;JW;NA;NA;NA;NA;NA;;-0,522950512
411;2634;2104;04.09.2021;80;2021;00:01:45;natura;20;F3;F3-natura;8;4;5,004;6,16E+14;M;MS;25;S;EAR;0;0;0;1;0;NA;60;0,6;100;NA;YES;0;1;JW;2;JW;NA;0;0;78;FAGUS SYLVATICA;;-0,522950512
412;2634;4080;20.08.2020;65;2020;03:25:31;bagno;47;H10;H10-bagno;3;5;5,53;6,16E+14;F;F;18;NP;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;11;RZ;0;RZ;NA;NA;NA;NA;NA;;-0,522950512
413;2654;1945;31.08.2021;76;2021;23:33:12;wally;10;A3;A3-wally;5;5;5,246;6,16E+14;M;MS;30;S;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;28;JW;48;JW;NA;NA;NA;NA;NA;;0,292378241
414;2654;1981;01.09.2021;77;2021;21:03:31;wally;10;F3;F3-wally;6;1;3,609;6,16E+14;M;MS;30;S;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;28;JW;48;JW;NA;NA;NA;NA;NA;;0,292378241
415;2654;1982;01.09.2021;77;2021;20:50:39;wally;10;F3;F3-wally;6;2;3,875;6,16E+14;M;MS;30;S;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;28;JW;48;JW;NA;NA;NA;NA;NA;;0,292378241
416;2656;1375;03.08.2021;48;2021;00:15:02;natura;5;H3;H3-natura;7;5;5,487;6,16E+14;F;F;31;NP;CAR;0;0;0;0;1;1,51;151;1,51;0;LEAVES;YES;0;20;JW;0;JW;1,28;128;1,28;75;FAGUS SYLVATICA;;0,586230175
417;2656;1373;03.08.2021;48;2021;00:09:18;natura;5;H3;H3-natura;7;3;6,051;6,16E+14;F;F;31;NP;CAR;0;0;0;0;1;2,63;263;2,63;0;LEAVES;YES;0;20;JW;0;JW;2,7;270;2,7;75;FAGUS SYLVATICA;;0,586230175
418;2656;2138;05.09.2021;81;2021;NA;natura;20;I3;I3-natura;7;3;3,745;6,16E+14;F;F;29;NP;CAR;0;0;0;0;1;12,53;1253;12,53;0;LITTER;YES;0;20;JW;0;JW;3,01;301;3,01;104;FAGUS SYLVATICA;;0,586230175
419;2656;1275;31.07.2021;45;2021;23:14:19;natura;5;J1;J1-natura;7;5;5,262;6,16E+14;F;F;29;NP;CAR;0;0;0;0;1;1,44;144;1,44;0;LITTER;YES;0;20;JW;0;JW;1,3;130;1,3;134;FAGUS SYLVATICA;;0,586230175
420;2656;1273;31.07.2021;45;2021;23:47:35;natura;5;J1;J1-natura;7;3;5,592;6,16E+14;F;F;29;NP;CAR;0;0;0;0;1;1,67;167;1,67;0;LEAVES;YES;0;20;JW;0;JW;1,13;113;1,13;134;FAGUS SYLVATICA;;0,586230175
421;2656;1371;03.08.2021;48;2021;00:18:47;natura;5;H3;H3-natura;7;1;4,796;6,16E+14;F;F;31;NP;CAR;0;0;0;0;1;3,71;371;3,71;0;LEAVES;YES;0;20;JW;0;JW;3,77;377;3,77;75;FAGUS SYLVATICA;;0,586230175
422;2656;2136;05.09.2021;81;2021;NA;natura;20;I3;I3-natura;7;1;4,05;6,16E+14;F;F;29;NP;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;20;JW;0;JW;NA;NA;NA;NA;NA;;0,586230175
423;2656;1372;03.08.2021;48;2021;00:12:17;natura;5;H3;H3-natura;7;2;5,399;6,16E+14;F;F;31;NP;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;20;JW;0;JW;NA;NA;NA;NA;NA;;0,586230175
424;2656;1374;03.08.2021;48;2021;00:24:26;natura;5;H3;H3-natura;7;4;4,502;6,16E+14;F;F;31;NP;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;20;JW;0;JW;NA;NA;NA;NA;NA;;0,586230175
425;2656;1230;30.07.2021;44;2021;02:46:49;natura;5;J6;J6-natura;6;5;2,604;6,16E+14;F;F;29;NP;CAR;0;0;0;0;1;0,92;92;0,92;0;TWIGS;YES;0;20;JW;0;JW;0,66;66;0,66;75;FAGUS SYLVATICA;;0,586230175
426;2656;1188;29.07.2021;43;2021;00:20:31;natura;5;J4;J4-natura;6;3;4,255;6,16E+14;F;F;29;NP;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;20;JW;0;JW;NA;NA;NA;NA;NA;;0,586230175
427;2656;1189;29.07.2021;43;2021;00:36:11;natura;5;J4;J4-natura;6;4;4,487;6,16E+14;F;F;29;NP;M;0;1;NA;NA;NA;NA;NA;NA;NA;NA;YES;0;20;JW;0;JW;NA;NA;NA;NA;NA;;0,586230175
428;2656;1228;30.07.2021;44;2021;02:40:55;natura;5;J6;J6-natura;6;3;3,437;6,16E+14;F;F;29;NP;CAR;0;0;0;0;1;0,86;86;0,86;0;LEAVES;YES;0;20;JW;0;JW;0,88;88;0,88;75;FAGUS SYLVATICA;;0,586230175
